(1177581266.9+0j),(-588783264.88+1019802090.97j)
(-592786.688967-435374.723639j),(673434.681862-295679.797928j)
(-595859.990935-417371.892387j),(659379.302635-307332.786517j)
(-552933.02532-448083.505597j),(664534.399916-254821.180957j)
(-654801.704431-475480.090879j),(739179.375027-329321.947827j)
(-627059.254127-390673.772865j),(651863.992237-347724.374269j)
(-625287.332858-424685.292905j),(680436.352988-329179.613765j)
(-617370.210494-399136.588275j),(654321.055654-335086.582349j)
(-629690.143482-477419.609619j),(728299.593516-306627.716937j)
(-610096.039594-417659.618307j),(666758.429686-319521.553739j)
(-573123.29799-442661.439624j),(669894.207162-274986.766623j)
(-655858.447518-414539.739727j),(686923.275176-360714.985168j)
(-588924.597298-377869.572724j),(621730.944553-321098.812083j)
(-595811.101238-446947.711454j),(684990.911038-292508.872549j)
(-577557.489391-425643.578067j),(657396.987086-287359.989199j)
(-581797.858626-438035.114655j),(670262.119816-284821.685023j)
(-632902.716391-370041.319598j),(636938.810475-363104.355838j)
(-583907.289243-407062.487371j),(644479.202866-302151.461056j)
(-626028.783561-444159.188837j),(697666.93408-320070.912421j)
(-580224.598257-426524.587485j),(659465.625212-289208.314718j)
(-592977.385058-462915.067325j),(697364.625053-282086.907782j)
(-600223.883723-369134.42343j),(619780.414042-335244.861651j)
(-569395.521467-483739.90922j),(703627.958391-251241.326727j)
(-581403.021783-435136.451075j),(667562.241299-285933.749189j)
(-542961.910637-450128.486882j),(661288.207295-245146.380982j)
(-610075.340765-458842.716072j),(702417.415518-298920.400672j)
(-566288.41179-446090.238093j),(669461.803285-267369.725222j)
(-611086.646849-485750.757354j),(726200.67349-286324.941059j)
(-557372.336647-470931.249302j),(686507.14694-247234.250319j)
(-551346.589155-529427.498901j),(734193.58579-212769.649796j)
(-588838.151077-456788.774159j),(690027.142222-281550.974062j)
(-579107.020616-431103.958844j),(662889.384992-285994.41664j)
(-605681.47525-471766.377379j),(711414.390286-288647.845118j)
(-589453.563069-506757.595193j),(733588.075628-257104.446106j)
(-571246.157232-492682.489758j),(712301.977615-248375.619579j)
(-607849.886634-467583.825489j),(708870.113617-292623.940332j)
(-614892.413367-478594.595507j),(721923.316422-293202.060339j)
(-630718.880319-471789.971053j),(723948.943814-310311.084915j)
(-579424.388274-483028.918128j),(708011.013199-260269.487736j)
(-596128.727524-539112.00617j),(764946.274664-246719.51168j)
(-634558.891118-516325.749434j),(764439.558993-291385.826735j)
(-621838.412371-482934.479235j),(729161.200129-297034.464297j)
(-623885.163279-462654.959949j),(712618.099841-308971.617783j)
(-605387.811281-480648.525167j),(718958.79788-283970.990307j)
(-617260.045512-512383.316078j),(752355.722147-278355.360701j)
(-638693.896438-469473.823076j),(725916.589883-318371.223661j)
(-611842.472207-476882.487032j),(718927.356749-291428.480311j)
(-634654.827749-486571.285598j),(738704.365887-306327.315202j)
(-556725.240384-458005.812368j),(675003.231892-253142.952762j)
(-600027.566459-499784.197916j),(732861.705843-269738.381647j)
(-563637.948179-455037.281069j),(675890.558501-260623.105007j)
(-620955.639928-515947.327728j),(757292.349376-279801.191418j)
(-630258.873473-439692.596295j),(695919.298607-325960.834509j)
(-564232.881031-485488.903822j),(702552.5316-245883.257468j)
(-602631.84186-512161.998416j),(744858.159118-265794.62823j)
(-568228.218461-522762.862738j),(736845.24307-230712.558459j)
(-653232.112106-511046.23625j),(769212.668671-310186.80159j)
(-552690.871226-458382.692308j),(673325.866293-249463.508999j)
(-580505.164514-504093.469048j),(726824.907232-250673.459857j)
(-601985.622931-483228.894577j),(719504.447367-279745.687149j)
(-578420.57612-530560.775286j),(748695.755322-235667.357871j)
(-615821.188775-514791.567864j),(753724.1191-275922.525267j)
(-570595.021294-476479.374286j),(697936.818205-255923.298917j)
(-610773.584967-519543.829731j),(755333.220479-269198.610205j)
(-579294.630493-504703.232954j),(726749.773297-249315.817874j)
(-566829.655895-590105.075652j),(794478.6423-195832.259608j)
(-603199.541433-521563.996911j),(753311.068776-261604.33602j)
(-600531.32894-523347.112499j),(753481.375549-258395.141382j)
(-620822.299031-475041.086991j),(721812.330952-300150.656191j)
(-551098.427757-493083.120588j),(702580.91916-230736.180884j)
(-639853.709791-572390.360183j),(815613.858907-267937.379683j)
(-582209.916704-505505.445072j),(728883.963715-251448.238989j)
(-607494.738729-504914.534169j),(741020.308082-273662.223697j)
(-619104.915554-505419.96996j),(747258.056929-283442.096621j)
(-621061.735512-556000.005088j),(792028.110333-259872.566545j)
(-578352.713984-570757.174288j),(783464.767561-215502.493143j)
(-555261.295186-561295.710814j),(763689.733725-200224.83591j)
(-591332.775149-529224.229282j),(753971.507045-247493.289857j)
(-606154.544894-514877.08693j),(748966.602402-267503.841461j)
(-564273.84149-549449.406417j),(757952.837299-213969.926816j)
(-620144.67848-603947.432564j),(833112.820961-235082.29518j)
(-625943.01829-555121.53117j),(793735.410049-264492.954863j)
(-589938.770005-562091.178813j),(781762.387609-229852.911133j)
(-558660.326818-517231.664702j),(727260.743865-225198.808525j)
(-567462.221834-588092.737129j),(793028.286865-197373.441083j)
(-571725.085172-578657.283576j),(786978.218934-205825.428527j)
(-553648.186724-567356.064965j),(768177.355689-195828.063355j)
(-629306.914595-548551.37184j),(789717.268097-270726.574735j)
(-646221.195363-509470.422001j),(764319.399364-304890.727444j)
(-595170.48852-590286.411957j),(808798.163686-220278.895298j)
(-585962.16597-607730.999468j),(819300.757151-203572.041238j)
(-583886.489218-625645.29407j),(833765.370862-192843.355015j)
(-680843.512134-586281.083546j),(848156.406428-296487.57551j)
(-651187.966546-506135.312343j),(763926.7816-310879.495729j)
(-619309.487555-620196.981139j),(846761.971555-226255.295951j)
(-601386.894227-571088.018642j),(795249.036774-235278.757053j)
(-605545.834565-618533.87386j),(838437.535809-215151.726757j)
(-633520.739684-515106.189468j),(762870.967055-291081.769849j)
(-582103.545656-589225.945836j),(801351.191331-209497.592436j)
(-664861.852339-559814.074132j),(817246.65355-295862.383981j)
(-548644.574091-525649.489491j),(729531.578846-212324.320216j)
(-606042.11083-616042.843225j),(836537.729641-216832.870272j)
(-598169.08837-577873.071443j),(799537.510698-229103.073347j)
(-608677.337812-579562.441074j),(806254.291366-237367.623411j)
(-580858.912467-511474.170295j),(733365.524254-247312.165894j)
(-565145.580787-602002.13339j),(803902.331005-188425.129811j)
(-616465.107909-574536.688538j),(805785.112745-246597.189219j)
(-615879.870674-540857.135548j),(776322.075867-262938.774162j)
(-591092.125983-594346.928091j),(810257.10854-214731.74692j)
(-589691.061253-574255.946985j),(792162.701992-223573.203016j)
(-544474.176873-642669.060477j),(828809.836772-150189.256486j)
(-568552.680361-606111.877334j),(809181.639262-189333.805691j)
(-564648.902081-622126.197076j),(821098.578518-177944.276463j)
(-585704.512829-601597.586986j),(813850.116061-206431.644059j)
(-544038.593183-556197.625798j),(753698.669129-193052.179944j)
(-574570.047055-651978.290414j),(851915.829899-171614.581954j)
(-587621.811671-651229.049347j),(857817.300014-183291.685884j)
(-605714.599048-686484.5279j),(897361.121184-181322.437133j)
(-625234.448302-640859.100926j),(867621.474177-221049.504962j)
(-582624.534442-634454.255273j),(840752.573656-187338.904468j)
(-547362.220922-617436.648755j),(808381.42142-165308.93442j)
(-628736.686747-657624.243336j),(883873.625092-215675.218613j)
(-603032.823105-654380.376656j),(868218.13585-195049.335532j)
(-620720.832002-669739.462988j),(890375.015931-202683.873056j)
(-577374.321318-622433.631346j),(827712.756535-188784.215744j)
(-607355.017937-629469.239472j),(848820.778123-211231.808457j)
(-609670.569862-662612.025745j),(878676.686034-196697.43698j)
(-574592.266816-734775.021095j),(923635.837798-130226.518705j)
(-663325.261786-624807.915664j),(872764.723445-262053.078214j)
(-574102.475797-602813.567258j),(809085.257098-195787.805391j)
(-640966.505318-675381.85809j),(905376.827302-217403.204547j)
(-593398.509836-687310.747909j),(891927.619678-170224.545516j)
(-616816.153739-688646.578622j),(904791.047596-189852.637178j)
(-594964.586867-616557.058782j),(831458.753616-206982.405067j)
(-581439.840293-608137.527358j),(817370.687963-199452.963458j)
(-661039.507865-612677.461095j),(861120.295294-266149.530782j)
(-587740.26951-649961.3789j),(856749.568495-184044.870268j)
(-629545.817986-740387.836865j),(955979.155346-175009.510868j)
(-562173.153105-670330.695361j),(861597.633786-151700.135467j)
(-567903.406022-676118.445458j),(869499.868497-153769.213892j)
(-594567.951155-587687.303132j),(806256.745129-221079.424885j)
(-532399.130578-672021.158348j),(848169.876761-125069.383957j)
(-643440.660966-690658.29277j),(919852.359026-211913.883604j)
(-586385.490722-662651.004531j),(867046.448912-176513.350366j)
(-673769.563396-638519.310055j),(889878.104886-264246.871344j)
(-560334.276741-618501.716217j),(815806.796476-176014.207819j)
(-617183.935863-750466.558312j),(958507.353004-159249.69565j)
(-604549.037543-693793.163481j),(903122.852075-176674.404686j)
(-545554.879144-671647.691878j),(854416.95965-136665.761991j)
(-624571.496891-654752.339338j),(879310.611026-213522.21206j)
(-625689.762463-691936.393721j),(912075.191167-195890.745453j)
(-601563.717382-699480.381735j),(906565.740823-171214.528386j)
(-547954.986637-724477.618925j),(901359.730178-112316.741594j)
(-590987.506896-757212.485479j),(951249.994621-133200.624631j)
(-625211.205518-671904.036998j),(894493.668754-205474.705161j)
(-570120.921368-671256.177743j),(866358.89983-158095.269929j)
(-612989.038893-734736.785715j),(942772.504515-163493.136028j)
(-598144.357508-704056.565492j),(908789.212026-166003.908406j)
(-586929.647502-715803.242785j),(913373.432821-150378.215919j)
(-567100.108429-657011.788601j),(852542.008954-162619.942465j)
(-591786.409607-677369.877178j),(882509.776163-173816.852832j)
(-578163.487036-707093.280099j),(901438.32158-147162.791002j)
(-561299.743639-703516.343446j),(889900.974657-134318.488155j)
(-618860.949262-732051.76087j),(943394.994488-169930.153943j)
(-649923.708053-725185.393463j),(952993.704623-200263.408328j)
(-576979.988499-727414.13957j),(918467.190753-135982.256698j)
(-566985.611172-758338.652049j),(940244.293691-111848.587045j)
(-546118.869617-759323.423243j),(930641.649534-93287.4384081j)
(-599253.221167-827160.763917j),(1015992.09893-105373.394534j)
(-593894.31756-684333.091764j),(889619.74589-172156.024179j)
(-580066.700122-732755.531776j),(924624.775964-135973.830047j)
(-651654.36716-708804.612503j),(939664.976826-209935.063971j)
(-573966.784434-802249.893057j),(981739.070276-95959.171293j)
(-624327.94731-800794.055106j),(1005664.10589-140298.128511j)
(-550855.714827-790902.381174j),(960362.952798-81610.0029912j)
(-636113.959361-815969.34762j),(1024715.06164-142892.85609j)
(-571715.213091-667606.679516j),(864053.485196-161321.159225j)
(-582000.598884-760865.518802j),(949909.335731-123569.610655j)
(-671605.078728-766536.152115j),(999638.13013-198342.345658j)
(-655301.856259-804079.11301j),(1023989.33093-165450.59187j)
(-671321.156494-778693.1183j),(1010042.52964-192038.122688j)
(-604196.115732-730253.293018j),(934505.760002-158126.083674j)
(-646454.194122-800290.666534j),(1016324.10073-159696.149474j)
(-609707.249457-711222.672748j),(920816.466856-172424.964251j)
(-586094.109591-807483.76024j),(992355.536839-103826.764644j)
(-634589.171326-714598.109639j),(936146.234827-192278.197788j)
(-577600.16318-739058.659414j),(928816.724683-130671.71997j)
(-665805.652116-757564.38267j),(988987.543245-197815.819908j)
(-558361.052827-739520.938377j),(919630.506825-113784.12311j)
(-590285.712654-798526.856505j),(986702.861209-111952.08342j)
(-591070.849802-701387.418238j),(902969.822889-161204.653398j)
(-635055.839494-756874.098141j),(973008.861109-171549.290363j)
(-628974.223108-748663.728679j),(962863.914254-170404.969211j)
(-589219.121042-871132.577831j),(1049037.37395-74687.0803548j)
(-621437.773508-813557.75614j),(1015287.61615-131397.155904j)
(-562900.231288-755940.763391j),(936114.627472-109527.072357j)
(-538002.210038-754128.192693j),(922111.44798-88884.0630663j)
(-607281.61905-728367.687529j),(934440.398674-161722.348218j)
(-612045.707019-806318.069017j),(1004328.87498-126873.633325j)
(-579555.274416-849084.456877j),(1025108.51305-77363.6534525j)
(-579838.188799-850780.129497j),(1026712.10228-76791.7023802j)
(-597652.600612-818271.612016j),(1007499.36126-108434.952271j)
(-570535.26525-810784.257192j),(987422.996257-88711.0252418j)
(-520894.468369-887538.203107j),(1029072.01155-7352.44121297j)
(-564556.684147-843245.594601j),(1012564.13685-67323.152579j)
(-588863.786679-819662.412405j),(1004298.54343-100124.748369j)
(-636415.514003-845910.373557j),(1050781.81764-128193.702173j)
(-661630.818928-833502.770673j),(1052642.9054-156223.356855j)
(-589028.570414-860647.085257j),(1039854.91638-79797.5823946j)
(-625474.474656-922588.396717j),(1111701.56933-80417.6273473j)
(-551715.359878-863852.867537j),(1023963.16125-45880.5045493j)
(-631562.653609-830763.515196j),(1035262.61287-131562.591553j)
(-605247.530751-798363.283336j),(994038.278786-124950.832304j)
(-609235.274942-891736.888519j),(1076914.46046-81751.3972299j)
(-604920.77208-819200.992644j),(1011907.57788-114280.202606j)
(-562325.972676-915316.7724j),(1073873.94502-29366.9226936j)
(-708163.084608-851634.269971j),(1091638.96065-187468.573046j)
(-557948.258997-833696.736547j),(1000993.64757-66356.4118898j)
(-632169.370775-857584.325484j),(1058770.89155-118692.534893j)
(-589333.090067-851872.267168j),(1032411.40071-84446.6699104j)
(-650044.286757-897340.562999j),(1102137.80129-114296.655871j)
(-601712.458232-856826.915363j),(1042890.3411-92698.078706j)
(-593055.810483-891358.838635j),(1068473.81867-67927.8260584j)
(-663394.926896-856222.531955j),(1073219.60002-146400.041253j)
(-510074.430633-855127.900336j),(995596.700574-14173.1416363j)
(-582118.6814-926461.701408j),(1093400.85013-40908.6768428j)
(-622646.757682-865030.93285j),(1060464.22596-106742.012433j)
(-647477.786199-891551.073751j),(1095847.91408-114972.848241j)
(-625774.934642-872750.887489j),(1068699.69177-105581.065435j)
(-549059.82074-975971.048646j),(1119739.53031+12459.8083908j)
(-633486.094643-946587.670512j),(1136522.54288-75306.8981001j)
(-526066.989145-883978.556756j),(1028571.32313-13582.2883666j)
(-652148.628659-894450.643436j),(1100696.42799-117568.180506j)
(-604631.674426-796892.878676j),(992456.727933-125216.77534j)
(-661502.783179-871842.385733j),(1085781.12509-136951.750411j)
(-630438.12756-904392.062321j),(1098422.84221-93786.8986414j)
(-578870.674659-986263.794949j),(1143541.31145-8185.01286554j)
(-578161.420893-941264.426582j),(1104242.05081-30111.6996152j)
(-574931.558854-894954.938312j),(1062528.41779-50426.2477729j)
(-608294.788467-872164.984884j),(1059441.93815-90709.11227j)
(-569337.717236-963775.563264j),(1119315.2406-11173.4438609j)
(-556899.225779-952639.854134j),(1103452.08535-5953.66380916j)
(-621314.18074-891862.292839j),(1083006.7428-92131.4824999j)
(-617240.21088-899251.089952j),(1087376.97526-84924.7392025j)
(-604970.731684-1029300.34786j),(1193915.9951-9264.90851844j)
(-617248.002807-915856.12759j),(1101770.62461-76615.4252111j)
(-560922.604225-939099.27287j),(1093721.28865-16214.7261168j)
(-603922.713152-923263.446943j),(1101523.08171-61377.8927998j)
(-592142.656734-932387.672j),(1103562.12198-46610.941992j)
(-567501.577266-954669.927348j),(1110507.37268-14124.5422276j)
(-525193.02733-982637.205754j),(1113579.41941+36511.9936332j)
(-532710.398008-1053237.84723j),(1178474.71149+65272.05686j)
(-564684.740047-932140.1426j),(1089609.85274-22982.3075991j)
(-541135.509978-915713.6513j),(1063575.51787-10767.2642862j)
(-634603.208456-1027458.72263j),(1207095.31275-35846.7644429j)
(-571391.971563-1030596.80093j),(1178210.88214+20484.6008431j)
(-556844.44837-1109292.86213j),(1239116.64915+72410.3394511j)
(-609489.678896-997087.041971j),(1168273.55416-29303.1755786j)
(-570071.948731-1070782.39237j),(1212371.25333+41683.4224083j)
(-633946.578701-943221.751226j),(1133820.64528-77383.053099j)
(-489453.494906-1030647.40251j),(1137281.71281+91423.5460598j)
(-638497.290898-1047167.37295j),(1226152.46902-29384.9317618j)
(-578617.113125-989829.799218j),(1146525.34349-6192.22713837j)
(-709597.722346-1080831.51215j),(1290830.43252-74114.0361269j)
(-681937.130713-981227.518256j),(1190731.1029-99928.7401804j)
(-592351.565746-1121609.28968j),(1267511.33268+47838.8524275j)
(-567259.733171-1053695.61668j),(1196156.96976+35571.8025582j)
(-556306.113173-1048530.25169j),(1186196.06673+42489.4174846j)
(-670273.371056-996437.61512j),(1198098.3089-82230.0862077j)
(-641203.146935-1003312.20691j),(1189539.62987-53630.6609528j)
(-697705.3441-1045109.97883j),(1253971.73153-81670.8179678j)
(-657254.865807-936840.600313j),(1139914.45687-100770.867892j)
(-557112.043534-1059952.01912j),(1196494.23553+47505.7158103j)
(-642493.902571-1053060.36008j),(1233210.53657-29845.5240162j)
(-584929.637715-1028114.21611j),(1182780.61147+7452.55839247j)
(-610417.070894-1046030.35171j),(1211086.04598-5645.00421085j)
(-583154.616463-996149.079934j),(1154282.71875-6942.45015879j)
(-623953.476915-1089544.44687j),(1255558.76677+4426.41092799j)
(-572757.256855-1025075.68227j),(1174110.49111+16521.9235076j)
(-545293.755067-1093937.91994j),(1220008.36438+74746.0482998j)
(-598798.689299-1037834.25125j),(1198198.31649+336.011202383j)
(-588099.575017-1101192.15652j),(1247732.09527+41283.8843996j)
(-572128.649999-1084018.74668j),(1224821.85202+46546.1581935j)
(-583334.518668-1064683.98119j),(1213701.69678+27132.5931845j)
(-550078.350174-1071446.50488j),(1202959.138+59350.708583j)
(-598260.652423-1128516.93654j),(1276488.99436+46159.1975812j)
(-509411.319519-1091975.48183j),(1200402.6978+104829.273868j)
(-492155.126812-1094414.78744j),(1193897.80071+120990.453878j)
(-585506.355952-1085678.67595j),(1232959.47581+35774.9272979j)
(-585207.529139-1167665.03096j),(1303829.04386+77002.675956j)
(-693873.070559-1098633.00028j),(1298387.64962-51582.6638854j)
(-572619.879134-1193529.22646j),(1319949.04374+100885.599439j)
(-668331.387172-1266056.08815j),(1430585.73827+54232.8765543j)
(-513185.592416-1207350.73561j),(1302204.73296+159260.528799j)
(-527347.818305-1177167.95124j),(1283144.66924+131905.533817j)
(-645963.473535-1129806.37635j),(1301463.85105+5497.48671308j)
(-646108.433117-1168215.8187j),(1334740.18249+24569.6556881j)
(-644265.456117-1140425.64068j),(1309731.21586+12292.2698925j)
(-516557.096061-1154413.15933j),(1258043.98608+129880.038108j)
(-660332.918104-1187833.65452j),(1358876.65874+22057.2319655j)
(-610400.983394-1126393.61398j),(1280697.30501+34563.2810818j)
(-598776.538135-1241981.19686j),(1374944.21949+102438.627742j)
(-627592.637567-1166514.05913j),(1324054.86305+39752.899558j)
(-456797.55334-1185861.62881j),(1255376.86029+197281.644541j)
(-651521.194363-1155061.91223j),(1326102.36274+13284.9362407j)
(-588983.522828-1157261.37789j),(1296699.1246+68542.4289695j)
(-758722.86835-1247299.82657j),(1459536.25383-33445.4031618j)
(-565360.289185-1193575.14757j),(1316322.27404+107148.205332j)
(-594729.733198-1263218.39536j),(1391293.91155+116573.434081j)
(-620381.696306-1174233.37923j),(1327103.71838+49825.9611951j)
(-630780.198782-1289328.3055j),(1431999.71738+98388.7776961j)
(-688118.1527-1233123.77891j),(1412003.61694+20658.5338205j)
(-488085.002039-1243548.23951j),(1320976.45884+199092.746415j)
(-556306.647276-1267710.58879j),(1376069.70312+152058.179229j)
(-542189.10944-1251245.25558j),(1354727.83536+156039.91933j)
(-608409.31273-1236273.14721j),(1374858.6372+91233.958559j)
(-662428.013091-1261101.99672j),(1423349.9119+56902.5181427j)
(-623374.873319-1223565.87317j),(1371335.21088+71925.6416472j)
(-631308.663874-1213424.25682j),(1366516.95669+59990.2037703j)
(-547081.501164-1229477.95037j),(1338259.10095+141000.781044j)
(-690076.321404-1405287.92153j),(1562039.75049+105026.366329j)
(-721797.375976-1277486.09471j),(1467237.32569+13648.95774j)
(-628281.485271-1235457.00294j),(1384128.93009+73619.5568363j)
(-571780.666821-1248208.36139j),(1366868.91054+128958.545115j)
(-554944.039661-1204673.63631j),(1320753.41184+121771.052819j)
(-664942.314293-1279335.52663j),(1440387.34143+63838.8265543j)
(-651668.733363-1349271.23582j),(1494310.14515+110280.280758j)
(-651177.831601-1352582.4883j),(1496933.24194+112337.385001j)
(-565481.594101-1287921.83181j),(1398146.22316+154257.600175j)
(-490444.667903-1304797.63903j),(1375246.14017+227656.715212j)
(-598554.565591-1404286.04919j),(1515405.79465+183737.434109j)
(-582424.785629-1269007.53881j),(1390202.61137+130068.244048j)
(-532128.519288-1339276.04439j),(1425928.14225+208767.400032j)
(-673142.740178-1255378.21673j),(1423779.41868+44745.1183031j)
(-509126.136465-1342535.1734j),(1417232.67714+230382.834148j)
(-542319.314512-1355242.63685j),(1444817.12969+207985.743217j)
(-543532.56183-1331378.37675j),(1424765.94325+194932.086268j)
(-662659.054935-1374227.21978j),(1521459.49539+113217.732586j)
(-484145.468071-1280718.9094j),(1351230.87942+221084.654342j)
(-478488.40636-1514846.22037j),(1551145.53811+342964.548301j)
(-598170.009394-1386944.50091j),(1500220.12456+175404.851255j)
(-511022.784-1451423.41557j),(1512512.28099+283176.380747j)
(-644388.14084-1431666.8935j),(1562084.76765+157817.222699j)
(-587851.255873-1379004.73542j),(1488162.9773+180404.074824j)
(-593522.561329-1484768.25397j),(1582560.83402+228382.499388j)
(-589503.853701-1482257.86782j),(1578449.07801+230627.1382j)
(-666732.258642-1572298.88072j),(1695038.23473+208747.892791j)
(-742021.389782-1349890.33992j),(1540068.98289+32347.0106527j)
(-514563.316175-1488867.0102j),(1546690.5208+298782.74415j)
(-589432.415744-1545913.20679j),(1633508.32274+262476.370766j)
(-511888.500883-1429912.40317j),(1494283.82996+271656.283719j)
(-629768.796207-1548251.69761j),(1655719.05943+228768.074716j)
(-701170.320089-1416516.89762j),(1577315.96056+101067.656983j)
(-702623.747781-1496155.54j),(1646976.51572+139609.817023j)
(-572791.075737-1454577.45424j),(1546124.791+231220.564048j)
(-519762.039567-1620903.86494j),(1663665.46534+360264.416491j)
(-716675.878772-1516497.56397j),(1671673.82939+137546.53024j)
(-699860.317631-1469020.72358j),(1622171.51056+128384.202869j)
(-661841.673514-1538990.90148j),(1663744.45465+196317.052532j)
(-619052.242907-1412930.24833j),(1533121.22307+170330.312731j)
(-499372.185958-1433219.69422j),(1490845.46996+284112.961484j)
(-620152.88122-1486407.23903j),(1597353.45629+206114.960941j)
(-766619.098367-1465100.84162j),(1652122.39741+68592.070062j)
(-663884.867319-1480368.11288j),(1613943.15711+165245.735947j)
(-537787.503221-1555177.53024j),(1615708.91372+311855.556915j)
(-515321.65277-1667433.76j),(1701728.97458+387433.447455j)
(-571786.627477-1485325.05822j),(1572230.63233+247472.642013j)
(-550346.962946-1536819.94596j),(1606070.58876+291782.333005j)
(-607260.527934-1666988.40844j),(1747320.23421+307567.632915j)
(-549744.341466-1520675.76621j),(1591842.31457+284241.256782j)
(-437937.930016-1502641.26473j),(1520282.32804+372094.436659j)
(-605505.276648-1627826.31002j),(1712491.25833+289531.244282j)
(-668592.01134-1590812.37689j),(1711956.907+216382.112229j)
(-634461.172256-1598034.71424j),(1701157.53021+249524.295116j)
(-478917.141636-1609318.75803j),(1633173.70578+389865.499941j)
(-497526.098558-1788114.23379j),(1797288.06886+463183.224635j)
(-632667.204572-1629081.34071j),(1727111.25667+266672.737605j)
(-480477.504577-1714281.57163j),(1724829.42941+441061.884052j)
(-743831.204856-1676697.23119j),(1823996.97908+194164.77471j)
(-441509.305047-1687403.63007j),(1682103.44494+461345.975525j)
(-588430.990297-1761768.59943j),(1820004.56924+371340.573311j)
(-632574.505511-1695368.1669j),(1784519.51456+299889.470052j)
(-720188.534074-1858682.95233j),(1969740.40818+305617.026842j)
(-630335.648462-1707299.0091j),(1793746.66811+307747.933712j)
(-496844.237536-1794690.72195j),(1802659.2217+467015.470292j)
(-605443.710811-1647831.06125j),(1729810.19143+299583.322697j)
(-443833.877289-1748980.72366j),(1736553.36428+490094.993501j)
(-672571.291518-1757366.81221j),(1858236.87987+296227.176817j)
(-614191.819745-1635145.24106j),(1723156.88546+285659.399349j)
(-541251.800262-1756900.73738j),(1792115.70744+409727.28805j)
(-606482.000947-1819869.82982j),(1879314.36099+384731.504964j)
(-542103.284971-1833311.22421j),(1858740.08467+447152.066641j)
(-720437.926937-1814498.02987j),(1931594.30966+283282.806347j)
(-576246.765762-1807070.7942j),(1853033.78741+404444.998178j)
(-659809.33336-1867233.78883j),(1946969.61838+362256.141209j)
(-507069.440256-1830402.40168j),(1838710.57689+476082.171251j)
(-571848.715455-1985025.27576j),(2005002.28507+497237.522748j)
(-722948.072656-1824055.04518j),(1941199.90681+285951.602634j)
(-658304.920774-1787482.16003j),(1877177.59416+323692.666431j)
(-716199.501588-1836368.8884j),(1948440.71276+297986.319524j)
(-554830.857078-1955786.20413j),(1971118.36081+497347.19704j)
(-603698.850513-1988003.88341j),(2023482.15231+471165.032994j)
(-556558.284422-2030772.81428j),(2037018.484+533412.165362j)
(-603865.450978-1939898.72352j),(1981947.03687+446980.439882j)
(-608627.351665-1878089.28671j),(1930811.99194+411942.710595j)
(-602369.855365-1888689.53851j),(1936851.17943+422642.639935j)
(-609864.435756-2035748.925j),(2067892.93705+489785.256638j)
(-657814.38944-1934917.95608j),(2004598.38503+397777.263066j)
(-632177.425223-1978121.64097j),(2029239.32543+441612.616931j)
(-784746.001809-2030795.96989j),(2151094.6616+335810.638624j)
(-626227.845221-1973412.61083j),(2022091.74323+444405.202354j)
(-491386.450312-2059445.43459j),(2029296.2225+604165.255421j)
(-551735.826536-1886196.72412j),(1909376.8177+465267.667044j)
(-641221.7053-1941508.02932j),(2001960.31923+415463.468851j)
(-568701.156389-1883880.5755j),(1915858.69826+449449.710271j)
(-530036.780346-2089288.68448j),(2074396.23529+585639.305858j)
(-695828.81637-2124358.33442j),(2187676.89778+459568.465901j)
(-537523.324764-1903838.19503j),(1917560.67668+486417.74759j)
(-574212.506679-2093355.78305j),(2099969.17284+549389.381285j)
(-705189.548749-2003031.66774j),(2087218.66568+390826.79303j)
(-483991.428656-2285541.77375j),(2221340.61637+723654.396811j)
(-603135.264908-2188946.57123j),(2197305.96159+572119.793888j)
(-456334.679271-2136906.80073j),(2078784.12251+673280.736738j)
(-688365.128104-2038321.60338j),(2109375.57782+423084.684023j)
(-451928.852277-2069112.39982j),(2017900.67749+643130.617563j)
(-510318.916331-2340264.70143j),(2281941.86259+728104.718529j)
(-482687.536462-2121367.87811j),(2078532.77781+642698.301383j)
(-467838.060414-2455906.76668j),(2360768.05452+822780.607212j)
(-701380.272982-2206272.11441j),(2261433.53613+495700.702544j)
(-551010.344615-2306875.77361j),(2273271.40044+676230.99191j)
(-568209.083823-2379446.25592j),(2344766.49266+697655.905988j)
(-425719.915819-2477461.22457j),(2358381.20291+870035.757395j)
(-552870.700079-2417230.77861j),(2369846.55476+729825.741487j)
(-657043.231974-2196717.69288j),(2230991.48749+529392.132524j)
(-694857.605506-2417687.14993j),(2441272.00222+607088.558575j)
(-834866.814551-2337346.78051j),(2441686.01143+445669.653909j)
(-557959.929143-2372051.68184j),(2333244.42906+702861.574976j)
(-626676.040857-2539947.40581j),(2513006.57668+727272.550398j)
(-636589.845605-2402056.58689j),(2398469.66079+649715.462086j)
(-579601.822511-2461850.9321j),(2421852.03872+728983.729596j)
(-535502.225696-2408245.11961j),(2353361.28451+740353.624534j)
(-612086.409634-2543071.00116j),(2508366.75449+741415.89789j)
(-765917.757101-2279895.66404j),(2357419.79607+476640.600422j)
(-558452.084302-2455678.1314j),(2405931.15929+744285.228388j)
(-776087.560594-2609018.24502j),(2647538.38799+632374.926617j)
(-685351.495503-2485295.33067j),(2494946.36604+649203.804606j)
(-597044.521275-2437366.76095j),(2409343.66741+701687.543649j)
(-700543.527268-2569436.36591j),(2575429.50931+678022.37231j)
(-731521.700759-2499425.75983j),(2530281.06065+616118.968669j)
